bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings
JPM,2023-Q3,earnings,2023-10-13,84,qa,management,Jeremy Barnum,,382,"Yeah, this is all now including First Republic. And I think there will be a little bit of upward pressure on that as we sort of do our usual thing and look at all of the opportunities that we see and the investments that we want to make. So no surprise in that sense that we're going to invest prudently. Nothing dramatic, but probably a little bit of upward pressure at the margin.",83,True
JPM,2023-Q3,earnings,2023-10-13,85,qa,analyst,Mike Mayo,Wells Fargo Securities,21,All right. Thank you.,84,True
JPM,2023-Q3,earnings,2023-10-13,86,qa,management,Jamie Dimon,,10,Thank you.,85,True
JPM,2023-Q3,earnings,2023-10-13,87,qa,operator,Operator,,90,Thank you. Our next question comes from Jim Mitchell with Seaport Global. You may proceed.,86,True
JPM,2023-Q3,earnings,2023-10-13,88,qa,analyst,Jim Mitchell,Seaport Global Securities,302,"Hey. Good morning. Jeremy, do you think there's any receptivity among regulators regarding the double counting not only of operational risk but I think you alluded to this earlier in the Markets business, but there's clearly double counting in market risk in the trading book. Is there any receptivity?",87,True
JPM,2023-Q3,earnings,2023-10-13,89,qa,management,Jamie Dimon,,474,"Can I just answer that real quickly? We don't really know. It's a one-sided conversation generally. They say put it in your comments, so everyone is going to put in extensive comments, kind of like you heard from Jeremy and we don't really know. We don't really know what's going on inside the Fed, how many people get involved. In my view, it's become a very politicized process as opposed to the technical analysis I think is required to do it exactly right. So we'll see.",88,True
JPM,2023-Q3,earnings,2023-10-13,90,qa,analyst,Jim Mitchell,Seaport Global Securities,397,"Okay. And then if it weren't to change, and you talked about the potential negative impact on liquidity in the Markets business specifically, is that a JPM pulling out of certain businesses type event? Or is it more a comment that there'd be fewer providers of liquidity as less scaled players exit, and maybe that's almost equal a market share gain opportunity for JPMorgan in a smaller business?",89,True
JPM,2023-Q3,earnings,2023-10-13,91,qa,management,Jamie Dimon,,1430,"I think so if you look at Markets alone, it's a huge, I think 60%, increase in capital. And if you look at it, you can do that by product. For some products it's worse than for others, but generally it's bad across all products. But the really important thing is market making is a critical function and if you look at the world, only some of these large market makers who could make markets for governments, hospitals, cities, schools, states, IMF, World Bank, BlackRock, Blackstone, and all those various things who buy and sell for their clients in size. And market makers have a different function than hedge funds, and I don't know what the real intent was with this. This is another one I think that needs to be really thought through with what are you trying to accomplish. We do market making quite safe. We've never lost the kind of money that people talk about in market making in the global market shock or something like that, but the other thing about market making, I do agree, it could actually force some people out. It will force lower positions which is why I think it's a little risky, but it may also force more consolidation. And so clients, since they need it so much, there may be consolidation in an unintended way in market making and obviously more volatile markets because with all the constraints, with the LCR, SLR, capital, et cetera, you will constantly be up against limitations in what you can do.",90,True
JPM,2023-Q3,earnings,2023-10-13,92,qa,management,Jeremy Barnum,,815,"Yeah. And I think that last point of Jamie's is particularly important because, sure, if you want, you can construct what I would consider a very optimistic argument that the higher cost of doing business will lead smaller scale players to exit and that's a share gain opportunity for us, but if I refer back to the comments about the disincentives to beneficial diversification and scale, getting bigger, especially in markets is quite expensive from, for example, a GSIB perspective, and so you wind up kind of hemmed in on all sides which is one of the reasons why we're sort of highlighting, but it does seem like the only way out, sometimes, when you look at the cumulative effect of everything that's happened in markets over the last 15 years, is a fundamentally very different system, and while obviously...",91,True
JPM,2023-Q3,earnings,2023-10-13,93,qa,management,Jamie Dimon,,208,"Great opportunity for European market makers. I mean, a great opportunity, like they can do repo and FX and swaps and credit and stuff with 30% less capital. That is a big difference in that kind of business.",92,True
JPM,2023-Q3,earnings,2023-10-13,94,qa,analyst,Jim Mitchell,Seaport Global Securities,30,Right. That's helpful. Thanks.,93,True
JPM,2023-Q3,earnings,2023-10-13,95,qa,operator,Operator,,92,Thank you. Our last question comes from Matt O'Connor with Deutsche Bank. Your line is open.,94,True
JPM,2023-Q3,earnings,2023-10-13,96,qa,analyst,Matt O'Connor,Deutsche Bank,560,"Hi, good morning. You talked about increased investment spend in some areas in response to an earlier question. But just how do you think about cost control overall, looking at the medium term? The outlook for revenue is obviously pressured at least on net interest income. Fees might help, but the backdrop is for potentially declining revenue or at least flattish revenue for a couple or few years. So, I know you always say you want to invest for the cycle, and it's really paid off over time, but how are you thinking about cost control the next few years?",95,True
JPM,2023-Q3,earnings,2023-10-13,97,qa,management,Jeremy Barnum,,1430,"Yeah. I mean, I wish I had sort of an answer that fit better into your framework. But in some fundamental sense, we just kind of don't agree with the framework in the sense that and we've been through this over the last couple of years, right? In a world where rates drop very suddenly and recover like quite dramatically, and credit becomes abnormally good and then rebounds, and you've seen these very significant fluctuations in capital markets. We saw that in 2021 going into 2022 where the revenue environment can change a lot in the short term for reasons that can be largely out of your control. And while of course there are parts of our expense base, which are in the short term directly sensitive to the revenue environment and some of those adjust naturally and some of them we adjust more forcefully as a function of volumes, but other things are much more structural. And the goal is to make sure that those other things are sized appropriately to what we believe sustainable through the cycle returns are. So we're always very focused on cost. You can be rest assured of that. That discipline internally is as aggressive as ever as we go through the budget cycle. But there are long-term plays and you really shouldn’t expect us to see trying to generate cosmetically lower costs in response to a lower revenue environment where we didn’t balloon the costs when the revenue became as we’ve argued unsustainably high.",96,True
